Code,Item Description,Code and Description,UOM,Quantity Requested,Unit Price,Total Cost,Facility Level,Region,Requesting Facility,Month
HH149400,"Syringe, autodestruct, 2ml, disposable, hypoluer with 23g ne","HH149400 Syringe, autodestruct, 2ml, disposable, hypoluer with 23g ne",Each,1000,131.70732,131707.32,District Hospital,North ,Chitipa DHO,February-23
HH150000,"Syringe, autodestruct, 5ml, disposable, hypoluer with 21g ne","HH150000 Syringe, autodestruct, 5ml, disposable, hypoluer with 21g ne",Each,4000,195.36584,781463.36,District Hospital,North ,Chitipa DHO,February-23
HH148800,"Syringe, autodestruct, 10ml, disposable with 21g needle","HH148800 Syringe, autodestruct, 10ml, disposable with 21g needle",Each,5000,275.03463,1375173.15,District Hospital,North ,Chitipa DHO,February-23
HH176100,"Tube, nasogastric  FG 16 ( with metal balls at the tip)","HH176100 Tube, nasogastric  FG 16 ( with metal balls at the tip)",Each,100,1139.39539,113939.539,District Hospital,North ,Chitipa DHO,February-23
KK000600,"Bag tablet dispensing, polythene, disposable 9 x 10cm","KK000600 Bag tablet dispensing, polythene, disposable 9 x 10cm",50,400,1006.09756,402439.024,District Hospital,North ,Chitipa DHO,February-23
LL009900,"Apron, disposable, polythene","LL009900 Apron, disposable, polythene",100,50,6212.19512,310609.756,District Hospital,North ,Chitipa DHO,February-23
MM036600,"Blood Grouping Serum,  Anti-A,  Monoclonal, 10ml","MM036600 Blood Grouping Serum,  Anti-A,  Monoclonal, 10ml",Each,5,1523.15854,7615.7927,District Hospital,North ,Chitipa DHO,February-23
MM036900,"Blood Grouping Serum, Anti-Ab, Monoclonal, 10ml","MM036900 Blood Grouping Serum, Anti-Ab, Monoclonal, 10ml",Each,5,1956.34566,9781.7283,District Hospital,North ,Chitipa DHO,February-23
MM224600,"Blood Grouping Serium, Anti-B Monoclonal, 10ml","MM224600 Blood Grouping Serium, Anti-B Monoclonal, 10ml",Each,5,26878.28902,134391.4451,District Hospital,North ,Chitipa DHO,February-23
MM037500,"Blood Grouping Serum, Anti-D, Igg, 10ml","MM037500 Blood Grouping Serum, Anti-D, Igg, 10ml",Each,5,5121.95122,25609.7561,District Hospital,North ,Chitipa DHO,February-23
MM038700,"Bottle, Blood Collecting Plain Plastic Vacutainer, 5ml","MM038700 Bottle, Blood Collecting Plain Plastic Vacutainer, 5ml",100,5,13932.43266,69662.1633,District Hospital,North ,Chitipa DHO,February-23
MM039900,"Bottle, Blood Collecting Vacuated, 4ml With Edta K3 Tubes","MM039900 Bottle, Blood Collecting Vacuated, 4ml With Edta K3 Tubes",100,8,10455.114,83640.912,District Hospital,North ,Chitipa DHO,February-23
MM097500,"Dextrose, Citrate Blood Bag,  450ml (Cpda-1;Single; 16 Gauge","MM097500 Dextrose, Citrate Blood Bag,  450ml (Cpda-1;Single; 16 Gauge",Each,100,2525.11745,252511.745,District Hospital,North ,Chitipa DHO,February-23
MM097800,"Dextrose, Citrate Blood Bag, 250ml (Cpda-1; Single; 16 Gauge","MM097800 Dextrose, Citrate Blood Bag, 250ml (Cpda-1; Single; 16 Gauge",Each,50,8648.78049,432439.0245,District Hospital,North ,Chitipa DHO,February-23
MM139500,Haemacue Hb 301 - cuvettes,MM139500 Haemacue Hb 301 - cuvettes,50,2,36819.1265,73638.253,District Hospital,North ,Chitipa DHO,February-23
MM192300,Pregnancy Test Kit (Human - Chorionic Gonadotrophin (H,MM192300 Pregnancy Test Kit (Human - Chorionic Gonadotrophin (H,100,5,3921.22965,19606.14825,District Hospital,North ,Chitipa DHO,February-23
MM202200,Glucosticks SD Check,MM202200 Glucosticks SD Check,50,10,12736.45057,127364.5057,District Hospital,North ,Chitipa DHO,February-23
PP046500,"Lignocaine 2% Adrenaline 1/80,000 cartridge 1.8ml","PP046500 Lignocaine 2% Adrenaline 1/80,000 cartridge 1.8ml",50,10,37865.85366,378658.5366,District Hospital,North ,Chitipa DHO,February-23
PP053400,"Needle, disposable dental, 27g long sharewood","PP053400 Needle, disposable dental, 27g long sharewood",100,5,351.21951,1756.09755,District Hospital,North ,Chitipa DHO,February-23
AA000901,"Acyclovir 200mg, tablets","AA000901 Acyclovir 200mg, tablets",100,32,11585.36585,370731.7072,Health Centres,North,Chitipa HCs,February-23
AA001500,"Albendazole 400mg, Chewable tablets","AA001500 Albendazole 400mg, Chewable tablets",100,2,2967.3435,5934.687,Health Centres,North,Chitipa HCs,February-23
AA002700,"Aminophylline 100mg, tablets","AA002700 Aminophylline 100mg, tablets",1000,48,5235.37071,251297.7941,Health Centres,North,Chitipa HCs,February-23
AA003300,"Amitriptyline 25mg, tablets","AA003300 Amitriptyline 25mg, tablets",100,12,798.06522,9576.78264,Health Centres,North,Chitipa HCs,February-23
AA004200,Amoxycillin 250mg dispersible tablets,AA004200 Amoxycillin 250mg dispersible tablets,1000,10,39402.43902,394024.3902,Health Centres,North,Chitipa HCs,February-23
AA004800,"Amoxycillin 250mg, capsules","AA004800 Amoxycillin 250mg, capsules",1000,91,31692.59133,2884025.811,Health Centres,North,Chitipa HCs,February-23
AA007200,"Aspirin 300mg, tablets","AA007200 Aspirin 300mg, tablets",1000,64,8310.45526,531869.1366,Health Centres,North,Chitipa HCs,February-23
AA012000,"Captopril 12.5mg, tablets","AA012000 Captopril 12.5mg, tablets",100,1,942.75372,942.75372,Health Centres,North,Chitipa HCs,February-23
AA014100,Chlorpheniramine maleate 4mg,AA014100 Chlorpheniramine maleate 4mg,1000,22,1632.53376,35915.74272,Health Centres,North,Chitipa HCs,February-23
AA015600,"Ciprofloxacin 250mg, tablets","AA015600 Ciprofloxacin 250mg, tablets",100,40,3096.28049,123851.2196,Health Centres,North,Chitipa HCs,February-23
AA015900,"Ciprofloxacin 500mg, tablets","AA015900 Ciprofloxacin 500mg, tablets",100,30,3902.43902,117073.1706,Health Centres,North,Chitipa HCs,February-23
AA018600,"Cotrimoxazole 480mg, tablets","AA018600 Cotrimoxazole 480mg, tablets",1000,41,20713.4751,849252.4791,Health Centres,North,Chitipa HCs,February-23
AA020700,"Diclofenac sodium 100mg , Slow Release tablets","AA020700 Diclofenac sodium 100mg , Slow Release tablets",100,5,1516.10976,7580.5488,Health Centres,North,Chitipa HCs,February-23
AA021000,"Diclofenac sodium, 50mg , tablets","AA021000 Diclofenac sodium, 50mg , tablets",100,45,943.78296,42470.2332,Health Centres,North,Chitipa HCs,February-23
AA022500,"Doxycycline 100mg, tablets","AA022500 Doxycycline 100mg, tablets",1000,25,30320.09444,758002.361,Health Centres,North,Chitipa HCs,February-23
AA023700,"Erythromycin 250mg, enteric coated tablets","AA023700 Erythromycin 250mg, enteric coated tablets",1000,1,73536.58537,73536.58537,Health Centres,North,Chitipa HCs,February-23
AA025200,"Ferrous sulphate 200mg / folic acid 250 micrograms, coated t","AA025200 Ferrous sulphate 200mg / folic acid 250 micrograms, coated t",1000,27,17560.97561,474146.3415,Health Centres,North,Chitipa HCs,February-23
AA028800,Glibenclamide 5mg,AA028800 Glibenclamide 5mg,1000,7,3871.09606,27097.67242,Health Centres,North,Chitipa HCs,February-23
AA029700,Griseofulvin 250mg tablets,AA029700 Griseofulvin 250mg tablets,1000,1,45552.0109,45552.0109,Health Centres,North,Chitipa HCs,February-23
AA030900,"Hydrochlorothiazide 25mg, tablets","AA030900 Hydrochlorothiazide 25mg, tablets",1000,859,6299.32927,5411123.843,Health Centres,North,Chitipa HCs,February-23
AA032400,"Ibuprofen 200mg, coated tablets","AA032400 Ibuprofen 200mg, coated tablets",1000,71,12278.35366,871763.1099,Health Centres,North,Chitipa HCs,February-23
AA033600,"Indomethacin 25mg, Capsules","AA033600 Indomethacin 25mg, Capsules",1000,68,6114.92773,415815.0856,Health Centres,North,Chitipa HCs,February-23
AA040800,"Magnesium trisilicate compound 250mg, tablets","AA040800 Magnesium trisilicate compound 250mg, tablets",1000,27,6288.25921,169782.9987,Health Centres,North,Chitipa HCs,February-23
AA042500,Metformin hydrochloride 500mg,AA042500 Metformin hydrochloride 500mg,1000,2,16475.03723,32950.07446,Health Centres,North,Chitipa HCs,February-23
AA044100,"Metronidazole 200mg, tablets","AA044100 Metronidazole 200mg, tablets",100,113,7281.10168,822764.4898,Health Centres,North,Chitipa HCs,February-23
AA046500,"Nifedipine 20mg (slow release), tablets","AA046500 Nifedipine 20mg (slow release), tablets",100,16,1865.85366,29853.65856,Health Centres,North,Chitipa HCs,February-23
AA048600,"Omeprazole 20mg, Capsules","AA048600 Omeprazole 20mg, Capsules",100,6,1079.37144,6476.22864,Health Centres,North,Chitipa HCs,February-23
AA049500,"Paracetamol 500mg, tablets","AA049500 Paracetamol 500mg, tablets",1000,115,10963.16891,1260764.425,Health Centres,North,Chitipa HCs,February-23
AA050100,"Phenobarbitone  30mg, tablets","AA050100 Phenobarbitone  30mg, tablets",1000,3,5571.23668,16713.71004,Health Centres,North,Chitipa HCs,February-23
AA051300,Praziquantel 600mg (100),AA051300 Praziquantel 600mg (100),1000,1,15199.60763,15199.60763,Health Centres,North,Chitipa HCs,February-23
AA054000,"Promethazine hydrochloride 25mg, coated tablets","AA054000 Promethazine hydrochloride 25mg, coated tablets",1000,7,3596.30943,25174.16601,Health Centres,North,Chitipa HCs,February-23
AA054900,"Propranolol hydrochloride 40mg, tablets","AA054900 Propranolol hydrochloride 40mg, tablets",1000,30,3537.67841,106130.3523,Health Centres,North,Chitipa HCs,February-23
AA055200,"Pyridoxine (Vitamin B6) 25mg, tablets","AA055200 Pyridoxine (Vitamin B6) 25mg, tablets",1000,7,4106.93348,28748.53436,Health Centres,North,Chitipa HCs,February-23
AA056700,"Salbutamol 4mg, tablets","AA056700 Salbutamol 4mg, tablets",1000,55,3224.31098,177337.1039,Health Centres,North,Chitipa HCs,February-23
AA064500,"Vitamin B complex strong, Tablets","AA064500 Vitamin B complex strong, Tablets",1000,21,3706.00229,77826.04809,Health Centres,North,Chitipa HCs,February-23
BB003300,"Adrenaline 1/1000, 1ml","BB003300 Adrenaline 1/1000, 1ml",Each,70,167.35896,11715.1272,Health Centres,North,Chitipa HCs,February-23
BB004500,"Aminophylline 25mg/ml, 10ml","BB004500 Aminophylline 25mg/ml, 10ml",Each,80,482.92683,38634.1464,Health Centres,North,Chitipa HCs,February-23
BB006900,"Benzathine benzylpenicillin 1.44g (2.4MU), PFR","BB006900 Benzathine benzylpenicillin 1.44g (2.4MU), PFR",Each,400,0,0,Health Centres,North,Chitipa HCs,February-23
BB007200,"Benzylpenicillin 3g (5MU), PFR","BB007200 Benzylpenicillin 3g (5MU), PFR",Each,1400,456.05602,638478.428,Health Centres,North,Chitipa HCs,February-23
BB013500,"Ceftriaxone 1g, PFR","BB013500 Ceftriaxone 1g, PFR",Each,500,300.45607,150228.035,Health Centres,North,Chitipa HCs,February-23
BB021600,"Dextrose (glucose) 5%, 1000ml","BB021600 Dextrose (glucose) 5%, 1000ml",Each,80,2414.63415,193170.732,Health Centres,North,Chitipa HCs,February-23
BB022200,"Dextrose (glucose) 5%, 500ml","BB022200 Dextrose (glucose) 5%, 500ml",Each,43,1536.58537,66073.17091,Health Centres,North,Chitipa HCs,February-23
BB022800,"Dextrose 50%, 50ml","BB022800 Dextrose 50%, 50ml",Each,15,1103.92685,16558.90275,Health Centres,North,Chitipa HCs,February-23
BB024000,"Diazepam 5mg/ml, 2ml","BB024000 Diazepam 5mg/ml, 2ml",Each,50,275.02639,13751.3195,Health Centres,North,Chitipa HCs,February-23
BB024300,"Diclofenac sodium 75mg/ml, 3ml","BB024300 Diclofenac sodium 75mg/ml, 3ml",Each,540,122.92684,66380.4936,Health Centres,North,Chitipa HCs,February-23
BB036900,"Gentamycin Sulphate 40mg/ml, 2ml","BB036900 Gentamycin Sulphate 40mg/ml, 2ml",Each,1300,175.60976,228292.688,Health Centres,North,Chitipa HCs,February-23
BB046800,"Lignocaine hydrochloride 1%, 25ml","BB046800 Lignocaine hydrochloride 1%, 25ml",Each,24,318.08734,7634.09616,Health Centres,North,Chitipa HCs,February-23
BB046900,"Lignocaine hydrochloride 2%, 30ml","BB046900 Lignocaine hydrochloride 2%, 30ml",Each,22,680.4878,14970.7316,Health Centres,North,Chitipa HCs,February-23
BB063000,"Phenobarbitone sodium 200mg/ml, 1ml","BB063000 Phenobarbitone sodium 200mg/ml, 1ml",Each,40,0,0,Health Centres,North,Chitipa HCs,February-23
BB066900,"Promethazine hydrochloride 25mg/ml, 2ml","BB066900 Promethazine hydrochloride 25mg/ml, 2ml",Each,100,125.13632,12513.632,Health Centres,North,Chitipa HCs,February-23
BB069300,"Sodium chloride 0.9%, 1000ml","BB069300 Sodium chloride 0.9%, 1000ml",Each,90,2210.36968,198933.2712,Health Centres,North,Chitipa HCs,February-23
BB069900,"Sodium chloride 0.9%, 500ml","BB069900 Sodium chloride 0.9%, 500ml",Each,48,1603.5047,76968.2256,Health Centres,North,Chitipa HCs,February-23
BB071700,"Sodium lactate compound (Ringer's lactate), 500ml","BB071700 Sodium lactate compound (Ringer's lactate), 500ml",Each,53,1693.07829,89733.14937,Health Centres,North,Chitipa HCs,February-23
BB077100,"Water for injections, 10ml","BB077100 Water for injections, 10ml",Each,1200,219.5122,263414.64,Health Centres,North,Chitipa HCs,February-23
EE002700,"Amoxycillin 125mg/5ml suspension, PFR to make 100ml","EE002700 Amoxycillin 125mg/5ml suspension, PFR to make 100ml",Each,320,1097.56098,351219.5136,Health Centres,North,Chitipa HCs,February-23
EE004800,"Benzyl benzoate application 25%, 500ml","EE004800 Benzyl benzoate application 25%, 500ml",Each,40,2875.69752,115027.9008,Health Centres,North,Chitipa HCs,February-23
EE008400,"Calamine lotion 15%+ sulphur 2%, 500ml","EE008400 Calamine lotion 15%+ sulphur 2%, 500ml",Each,23,4601.99195,105845.8149,Health Centres,North,Chitipa HCs,February-23
EE008700,"Calamine lotion aqueous 15%, 500ml","EE008700 Calamine lotion aqueous 15%, 500ml",Each,36,3679.83774,132474.1586,Health Centres,North,Chitipa HCs,February-23
EE010800,"Chlorhexidine 1.5% solution, 5ml","EE010800 Chlorhexidine 1.5% solution, 5ml",Each,10,25568.1671,255681.671,Health Centres,North,Chitipa HCs,February-23
EE011401,"Chloehexidine digluconate solution 7.1%, 10ml","EE011401 Chloehexidine digluconate solution 7.1%, 10ml",Each,12,1601.52439,19218.29268,Health Centres,North,Chitipa HCs,February-23
EE011700,"Chlorinated lime   HTH (Sodium hypochlorite) 70%, 50Kg","EE011700 Chlorinated lime   HTH (Sodium hypochlorite) 70%, 50Kg",Each,1,807278.0488,807278.0488,Health Centres,North,Chitipa HCs,February-23
EE012900,"Clotrimazole cream 1%, 20g","EE012900 Clotrimazole cream 1%, 20g",Each,27,341.65854,9224.78058,Health Centres,North,Chitipa HCs,February-23
EE013500,"Clotrimoxazole vaginal pessaries, 500mg","EE013500 Clotrimoxazole vaginal pessaries, 500mg",Each,48,467.30302,22430.54496,Health Centres,North,Chitipa HCs,February-23
EE021300,"Gentian violet paint, aqueous 1%, 500ml","EE021300 Gentian violet paint, aqueous 1%, 500ml",Each,8,5707.31707,45658.53656,Health Centres,North,Chitipa HCs,February-23
EE024300,"Iodine solution, weak (iodine tincture) 0.5%, 500ml","EE024300 Iodine solution, weak (iodine tincture) 0.5%, 500ml",Each,10,8648.90678,86489.0678,Health Centres,North,Chitipa HCs,February-23
EE028500,"Methylated spirit (70% in Water), 5L","EE028500 Methylated spirit (70% in Water), 5L",Each,17,19402.67149,329845.4153,Health Centres,North,Chitipa HCs,February-23
EE028800,"Metronidazole oral suspension 200mg /5ml, 100ml","EE028800 Metronidazole oral suspension 200mg /5ml, 100ml",Each,27,1131.7439,30557.0853,Health Centres,North,Chitipa HCs,February-23
EE032700,"Nystatin oral suspension 100,000 IU/ml, 20ml","EE032700 Nystatin oral suspension 100,000 IU/ml, 20ml",Each,70,1179.92707,82594.8949,Health Centres,North,Chitipa HCs,February-23
EE033900,"Oral rehydration salt, 20.5g satchet (WHO formula) for 1L so","EE033900 Oral rehydration salt, 20.5g satchet (WHO formula) for 1L so",Each,800,262.54455,210035.64,Health Centres,North,Chitipa HCs,February-23
EE034800,"Paracetamol syrup 120mg/5ml, 100ml","EE034800 Paracetamol syrup 120mg/5ml, 100ml",Each,280,834.14634,233560.9752,Health Centres,North,Chitipa HCs,February-23
EE040800,"Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos","EE040800 Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos",Each,90,3336.58537,300292.6833,Health Centres,North,Chitipa HCs,February-23
EE045600,Silver sulphadiazine cream 1% 50g,EE045600 Silver sulphadiazine cream 1% 50g,Each,3,568.1238,1704.3714,Health Centres,North,Chitipa HCs,February-23
EE048300,"Tetracycline eye ointment 1%, 3.5g","EE048300 Tetracycline eye ointment 1%, 3.5g",Each,301,371.48317,111816.4342,Health Centres,North,Chitipa HCs,February-23
FF006350,"Bandage, WOW 10cm * 4m long, when stretched","FF006350 Bandage, WOW 10cm * 4m long, when stretched",10,4,1072.09198,4288.36792,Health Centres,North,Chitipa HCs,February-23
FF006600,"Bandage, WOW 15cm x 4m long, when stretched","FF006600 Bandage, WOW 15cm x 4m long, when stretched",12,1,1335.80878,1335.80878,Health Centres,North,Chitipa HCs,February-23
FF007800,"Cotton wool, 500g","FF007800 Cotton wool, 500g",Each,44,7134.14634,313902.439,Health Centres,North,Chitipa HCs,February-23
FF009900,"Dressing, paraffin gauze 9.5cm x 9.5cm (square), pack of 36.","FF009900 Dressing, paraffin gauze 9.5cm x 9.5cm (square), pack of 36.",Each,3,1912.33638,5737.00914,Health Centres,North,Chitipa HCs,February-23
FF010200,"Gauze, absorbent 90cm X 100m","FF010200 Gauze, absorbent 90cm X 100m",Each,5,20853.65854,104268.2927,Health Centres,North,Chitipa HCs,February-23
FF010800,"Gauze, swabs 8-ply 10cm x 10cm","FF010800 Gauze, swabs 8-ply 10cm x 10cm",100,8,2530.99768,20247.98144,Health Centres,North,Chitipa HCs,February-23
FF016200,"Plaster, zinc oxide 7.5cm x 5m long, when stretched","FF016200 Plaster, zinc oxide 7.5cm x 5m long, when stretched",Each,45,1185.36585,53341.46325,Health Centres,North,Chitipa HCs,February-23
GF0402,Cotrimoxazole 120mg Tablets,GF0402 Cotrimoxazole 120mg Tablets,100,352,#N/A,#N/A,Health Centres,North,Chitipa HCs,February-23
GF0584,Cotrimoxazole 960mg Tabs,GF0584 Cotrimoxazole 960mg Tabs,1000,31,#N/A,#N/A,Health Centres,North,Chitipa HCs,February-23
GG001200,"Catgut chromic suture sterile 2, round bodied ½ circle 50mm","GG001200 Catgut chromic suture sterile 2, round bodied ½ circle 50mm",12,5,10354.01756,51770.0878,Health Centres,North,Chitipa HCs,February-23
GG005100,"Polyamide monofilament suture sterile 1, on 40mm 3/8  circle","GG005100 Polyamide monofilament suture sterile 1, on 40mm 3/8  circle",12,6,7880.4878,47282.9268,Health Centres,North,Chitipa HCs,February-23
HH012900,Cannula iv  (winged with injection pot) 16G,HH012900 Cannula iv  (winged with injection pot) 16G,Each,61,329.26829,20085.36569,Health Centres,North,Chitipa HCs,February-23
