No.,Description,Base Unit of Measure,Unit Cost,Unit Price
PP054000,NPG (non precious gold) alloy,50G,0,0
PP054300,"Oil spray for handpiece universal,Each",EACH,0,0
PP054600,Opalescence Boost,TUBE,0,0
PP054900,Opalescence Doctor kit,KIT,0,0
PP055200,Opalescence Endo,TUBE,0,0
PP055500,Opalescence Follow-Up kit,KIT,0,0
PP055800,Opalescence oh!,TUBE,0,0
PP056100,"Opalescence Refill kit,Kit",KIT,0,0
PP056400,Opalescence Tres White,TUBE,0,0
PP056700,"Opalescence, Patient kit",KIT,0,0
PP057000,"Optibond solo bonding agent,Pack",PACK,28263.29857,34467.43728
PP057300,Optiguard surface sealer,PACK,0,0
PP057600,"Orthodontic Exp screws,(large),Each",EACH,0,0
PP057900,Orthodontic Exp screws (medium),EACH,0,0
PP058200,Orthodontic Exp screws (small),EACH,0,0
PP058500,Orthodontic molar band,EACH,0,0
PP058510,Orthodontic victory series,EACH,0,0
PP058520,Orthodontic Braces,EACH,0,0
PP058530,"Orthodontic Molar Tubes Upper , lower",EACH,0,0
PP058540,"Orthodontic Molar Band Upper , lower",EACH,0,0
PP058550,Orthodontic Fixed ligature wire,EACH,0,0
PP058560,Orthodontic Fixed chain elastic,EACH,0,0
PP058570,Orthodontic Fixed Springs,EACH,0,0
PP058580,Orthodontic Fixed Elastic band 1/4inch diamter,EACH,0,0
PP058590,Orthodontic Fixed Chain clear colored,EACH,0,0
PP058600,Orthodontic Wire cutters,EACH,0,0
PP058610,Orthodontic Fixed elastic applicator,EACH,0,0
PP058700,Basic Filling  ballburnishes instrument,EACH,0,0
PP058710,Basic Filling  condenser for dental,EACH,0,0
PP058720,Basic Filling  carvers for dental,EACH,0,0
PP058730,Basic Filling  PLASTIC instrument for dental,EACH,0,0
PP058740,Basic Filling  trays set,SET,0,0
PP058750,Basic Filling  Cross head screws,EACH,0,0
PP058800,Orthodontic pliers 64,EACH,0,0
PP059100,Orthodontic pliers 65,EACH,0,0
PP059400,Orthodontic wire (size 0.4),500G,33763.5,41175
PP059700,Orthodontic wire (size 0.5),500G,884.7,1078.90244
PP060000,Orthodontic wire (size 0.6),500G,0,0
PP060300,Orthodontic wire (size 0.7),500G,33763.5,41175
PP060600,Orthodontic wire (size 0.8),500G,0,0
PP060900,Orthodontic wire (size 0.9),500G,0,0
PP061200,Orthodontic wire (size 1.0),500G,0,0
PP061500,Orthodontic wire (size 1.5),500G,0,0
PP061600,orthodontic polymer,5KG,0,0
PP061800,Orthodontic wire tubing (size 0.4),EACH,0,0
PP062100,Orthodontic wire tubing (size 0.5),EACH,0,0
PP062400,Orthodontic wire tubing (size 0.6),EACH,0,0
PP062700,Orthodontic wire tubing (size 0.7),EACH,0,0
PP063000,"Orthodontic wire tubing,(size,0.8),Each",EACH,0,0
PP063300,"Orthodontic wire tubing,(size,0.9),Each",EACH,8378.5,10217.68293
PP063600,Orthodontic wire tubing (size 1.0),EACH,0,0
PP063900,Orthodontic wire tubing (size 1.5),EACH,0,0
PP064200,"Paper point cones,(size,15-90),Pack",PACK,0,0
PP064500,Paper points assorted,50,0,0
PP064800,"Paper, articulating 200 …m, Bausch",EACH,0,0
PP065100,"Paper articulating blue,Pack",PACK,3465,4225.60976
PP065400,Parapost XP plastic impression posts,KIT,0,0
PP065700,Paste filler 25/25-40,EACH,0,0
PP066000,Path finder 25mm K1,EACH,0,0
PP066300,"Pencils, indelible",EACH,0,0
PP066600,"Periodonic instrument, Grace curette 13/14",EACH,0,0
PP066900,"Periodontal probe, CPITN",EACH,0,0
PP067200,Periodontal prophylaxis (Aesculap BD 970),SET,140129.1075,170889.1555
PP067500,"Periodontic instrument, Grace curette 7/8",EACH,0,0
PP067800,"Periodontic instrument, Gracey curette 1/2",EACH,0,0
PP068100,"Periodontic instrument, Gracey curette 11/12",EACH,25012,30502.43902
PP068400,"Periodontic instrument, Gracey curette 3/4",EACH,0,0
PP068700,"Periodontic instrument, Gracey curette 4R/4L",EACH,0,0
PP069000,"Periodontic instrument, Gracey curette Hoe",EACH,0,0
PP069300,"Periodontic instrument, Gracey curette Sickle",EACH,0,0
PP069600,Phosphori Dental adhesive systm-Scothbond,PACK,0,0
PP069900,Photac Fil Quick Aplicap,PACK,0,0
PP070200,"Plastic Bib adult,Each",EACH,5530,6743.90244
PP070500,"Plastic Bib children,Each",EACH,3280,4000
PP070800,"Plastic impression post refill #3 Brown, 20pack",PACK,0,0
PP071100,"Plastic impression post refill #4.5 Blue, 20pack",PACK,0,0
PP071400,"Plastic impression post refill #5 Red, 20Pack",PACK,0,0
PP071700,"Plastic impression post refill #5.5 Purple,20pack",PACK,0,0
PP072000,"Plastic impression post refill #6 Black, 20Pack",PACK,0,0
PP072300,"Plastic impression post refill #7 Green, 20pack",PACK,0,0
PP072600,"Plastic impression refill #4 Yellow, 20Pack",PACK,0,0
PP072900,Plastic instrument,SET,0,0
PP073200,Plastic instrument (Aesculap DE 6),EACH,0,0
PP073500,Plastic instrument (black) (Aesculap DE 621),EACH,0,0
PP073800,Plastic instrument (Frahm) ( Aesculap DF 50),EACH,0,0
PP074100,Plastic instrument (Heidmann) (Aesculap DE 420),EACH,0,0
PP074400,Plastic instrument (Hollenbach) (Aesculap DE 424),EACH,0,0
PP074700,Plastic instrument (Hollenbach) (Aesculap DE 676),EACH,0,0
PP075000,"Pluggers (hand instruments),Set",SET,0,0
PP075300,"Polishing kits amalgam,(shofu),Kit",KIT,7775.46,9482.26829
PP075600,"Polishing system enhance,(Dentisply),Kit",KIT,0,0
PP075900,"Polyether adhesive, Impregum F Adhesive",SET,0,0
PP076200,"Polymer acrylic denture,base,3kg",3KG,0,0
PP076500,"Polymer acrylic self cure resin base,5kg",5KG,65187.5,79496.95122
PP076501,"Polymer acrylic, self cure, resin base",500G,0,0
PP076800,"POP dental stone ortho,25Kg",25KG,55627.5,67838.41463
PP076810,"POP dental stone ortho,3Kg",EACH,0,0
PP077100,"POP dental stone yellow,5kg",5KG,32275,39359.7561
PP077110,"POP dental stone yellow,5kg",EACH,0,0
PP077400,"POP dental white,5kg",5KG,36419.99999,44414.63413
PP077700,Porcelain powder (Assorted),EACH,0,0
PP078000,President impression materials,SET,0,0
PP078300,Priemier topicale gel pump 43g,EACH,0,0
PP078600,Prima Periodontal probe,EACH,0,0
PP078900,Prima probe SE #54,EACH,0,0
PP079200,Probe dental (Aesculap DA 470),EACH,0,0
PP079500,"Prophylactic,paste,500g",500G,0,0
PP079800,"Pumice,5kg",5KG,11724.23,14297.84146
PP079810,Pumice dental powder,25KG,0,0
PP080100,"Putty,silicon based impression mat,7.5kg+catalyst",KIT,0,0
PP080400,Readymatic developing solution,1L,0,0
PP080700,"Reamers No. 10-80, pack of 6",PACK,4200,5121.95122
PP081000,Re-enforcement ribbon connect-(Kerr),KIT,0,0
PP081300,Retainer & bands matrix (Prima Siqveland),SET,0,0
PP081600,"Retention pins, Stabilok pins (Fairfax)",PACK,0,0
PP081900,"Retention pins, Whaledent max pins",PACK,0,0
PP082200,"Retention pins, Whaledent TMS Kodex Drills",PACK,0,0
PP082500,"Retention pins, Whaledent TMS System, 20pack",PACK,0,0
PP082800,"Retention pins, Whaledent Unity pins",PACK,0,0
PP083100,"Retractor, cheek, Langenbeck (BT320, BT321)",EACH,0,0
PP083400,"Retractor, cheek, Langenbeck",EACH,0,0
PP083700,"Rolls cotton dental,750",750,0,0
PP083701,"Rolls, cotton dental",1000,1791,2184.14634
PP083750,"Root canal cleaner, antiseptic camphor monochloph",15ML,0,0
PP084000,Root canal fast set,SET,0,0
PP084050,Root canal file no. 45-80,SET,18459,22510.97561
PP084300,"Root canal sealant,(Regular),Set",SET,8000,9756.09756
PP084600,"Root canal sealer,(Dentisply,AH,plus),Kit",KIT,0,0
PP084900,Root canal spreader S/E NI-TI,EACH,0,0
PP085200,"Root canal spreader, SE # 25",EACH,0,0
PP085500,"Root canal spreader, SE # 25S",EACH,0,0
PP085800,"Root canal spreader,SE,#,40,Each",EACH,0,0
PP086100,"Root canal spreader,SE,#,40S,Each",EACH,0,0
PP086400,Rubber Dam complete kit,KIT,0,0
PP086700,Safety goggles clear,100,0,0
PP087000,"Saliva ejectors flexible,100",100,2440.24,2975.90244
PP087300,Sand Blast powder,SET,0,0
PP087600,Silicon base impression material,SET,0,0
PP087900,"Silicone duplicating material,(N&V),Each",EACH,0,0
PP087910,Silicone Sheets 1.5 x 3inch,EACH,0,0
PP087940,"Single bottle bonding systs, 5mláWrights",EACH,0,0
PP088200,Solder (N&V) for Ceraloy,BOX,0,0
PP088500,Solder (N&V) for Chroloy,BOX,0,0
PP088800,Solder (N&V) for Silver (12x),STICK,0,0
PP089100,Spatula for cement (Aesculap DF 153),EACH,0,0
PP089400,"Spatula, tongue (Bruenings) (Aesculap OM 208)",EACH,0,0
PP089700,SS White Zinc cement (liquid & powder),SET,0,0
PP090000,Stainless steel tumbler,EACH,12500,15243.90244
PP090300,Sterilization Pouch 90 x 230 mm,PACK,0,0
PP090600,Sterilization pouches (Sultan) 70 x 255 mm,PACK,0,0
PP090900,Sterilization Pouches (Sultan) 85 x 165 mm,PACK,0,0
PP091000,Aesculap (DG 413R),EACH,0,0
PP091010,Teeth Acrotome anterior lower 44-66,PACK,0,0
PP091020,Ash England hand scaler,EACH,0,0
PP091030,Teeth Acrotome posterior,PACK,0,0
PP091040,Ash England hand explorer,EACH,0,0
PP091050,Diamond burs (sterile mono use,EACH,0,0
PP091060,Lower molar extraction forceps (Aesculap GD522R),EACH,0,0
PP091070,Dental forceps lower,EACH,0,0
PP091080,Dental forceps upper left molar,EACH,0,0
PP091200,"Straight h/p, surgical (Micro Mega)",EACH,0,0
PP091500,"Suction tips, white, PVC autoclavable (Cattani)",SET,0,0
PP091800,"Sunburst alloy,100",100,0,0
PP091850,Surgical Heamostatic Agent Spong Gelatamp/equiv,EACH,0,0
PP092100,"Syringes for dental cartridge,2ml,Each",EACH,22600,27560.97561
PP092400,"Teeth, acrylic anteriors, assist shades &moulds",PACK,1533.83,1870.52439
PP092410,"Teeth (Acrotome),Anterior upper, mould A26Shade66",20,0,0
PP092411,"Teeth (Acrotome),Posterior lower, mould 20 Shade77",20,28848.64,35181.26829
PP092412,"Teeth (Acrotome),Posterior lower, mould 3P Shade61",EACH,0,0
PP092413,"Teeth (Acrotome),Posterior upper, mould 20 Shade66",20,0,0
PP092414,"Teeth (acrotome),anterior upper, mould 136 Shade62",20,0,0
PP092415,"Teeth (acrotome) anterio upper, mould 137 Shade66",20,0,0
PP092416,"Teeth (acrotome) anterio upper, mould 267 Shade61",20,0,0
PP092417,"Teeth (acrotome) anterior upper mould, 267 Shade66",20,0,0
PP092418,"Teeth (acrotome) anterior upper, mould 137Shade67",20,0,0
PP092419,"Teeth (acrotome) anterior upper, mould 137Shade77",20,0,0
PP092420,"Teeth (acrotome) anterior upper, mould 136 Shade67",20,0,0
PP092421,"Teeth (acrotome) anterior upper, mould 136 Shade77",20,0,0
PP092422,"Teeth (acrotome) anterior upper, mould 137 Shade61",20,0,0
PP092423,"Teeth (acrotome) anterior upper, mould 266 Shade61",20,0,0
PP092424,"Teeth (acrotome) anterior upper, mould 266 Shade66",20,0,0
PP092425,"Teeth (acrotome) anterior upper, mould 266 Shade67",20,0,0
PP092426,"Teeth (acrotome) anterior upper, mould 266 Shade67",12,0,0
PP092427,"Teeth (acrotome) anterior upper, mould 266 Shade77",20,0,0
PP092428,"Teeth (acrotome) anterior upper, mould 267 Shade67",20,0,0
PP092429,"Teeth (acrotome) anterior upper, mould 267 Shade77",20,0,0
PP092430,"Teeth (acrotome) anterior upper, mould 3P Shade61",20,0,0
PP092431,"Teeth (acrotome) anterior upper, mould 3P Shade62",20,0,0
PP092432,"Teeth (acrotome) anterior upper, mould 3P Shade66",20,0,0
PP092433,"Teeth (acrotome) anterior upper, mould 3P Shade67",20,0,0
PP092434,"Teeth (acrotome) anterior upper, mould 3P Shade77",20,0,0
PP092435,"Teeth (acrotome) anterior, upper mould 137Shade62",20,0,0
PP092436,"Teeth (acrotome) posterior upper, mould 4 Shade62",20,0,0
PP092437,"Teeth (acrotome) posterior upper, mould 4 Shade66",20,0,0
PP092438,"Teeth (acrotome) posterior upper, mould 4 Shade67",20,0,0
PP092439,"Teeth (acrotome) posterior upper, mould 4Shade67",20,0,0
PP092440,"Teeth (acrotome) anterior upper,mould A26shade67",20,0,0
PP092441,"Teeth (acrotome) anterior upper,mould A26shade77",20,0,0
PP092442,"Teeth(acrotome) anterior upper , mould 4HShade66",20,0,0
PP092443,"Teeth(acrotome) anterior upper, mould 136,Shade66",20,0,0
PP092444,"Teeth(acrotome) anterior upper, mould 136,Shade61",20,0,0
PP092445,"Teeth(acrotome) anterior upper, mould 4HShade61",20,0,0
PP092446,"Teeth(acrotome), anterior upper, mould 4H,Shade62",20,0,0
PP092447,"Teeth(acrotome), anterior upper, mould 4H,Shade67",20,0,0
PP092448,"Teeth(acrotome), anterior upper, mould 4H,Shade77",20,0,0
PP092449,"Dental Syringes,Each",EACH,0,0
PP092450,"Pack Teeth,14",14,0,0
PP092451,"Plastic coating solution,5",5,0,0
PP092452,"Teeth (Acrotome) Anterior,LOWER,18shades,61,20",20,0,0
PP092453,"Teeth Posterior UPPER MOULD,18,shades,66,20",20,1025000,1250000
PP092454,"Teeth (Acrotome) Anterior LOWER,18shades,66,20",20,0,0
PP092455,"Teeth (Acrotome) Anterior LOWER,18shades,77,20",20,0,0
PP092456,"Teeth (Acrotome) Anterior LOWER,4,shades,67,20",20,0,0
PP092457,"Teeth (Acrotome) Anterior LOWER,4shades,77,20",20,28848.64,35181.26829
PP092458,"Teeth (Acrotome) osterior LOWER,4shades,61,20",20,0,0
PP092459,"Teeth (Acrotome) Posterior LOWER,4shades,62,20",20,0,0
PP092460,"Teeth (Acrotome) Posterior Upper,18shades,62,20",20,0,0
PP092461,"Teeth (Acrotome) Posterior,Upper,20shades,20",20,0,0
PP092462,"Teeth (Acrotome)Posterior,18 shades,67,20",20,0,0
PP092463,"Teeth (Acrotome)Posterior LOWER,18 shades,67,20",20,0,0
PP092464,"Teeth (Acrotome)Posterior LOWER,18 shades,61,20",20,28848.64,35181.26829
PP092465,"Teeth (Acrotome)Posterior LOWER,18,shades,77,20",20,28848.64,35181.26829
PP092466,"Teeth (Acrotome)Posterior lower,20,shades,62,20",20,0,0
PP092467,"Teeth (Acrotome)Posterior lower,20,shades,66,20",20,0,0
PP092468,"Teeth (Acrotome)Posterior LOWER,4,shades,66,20",20,0,0
PP092469,"Teeth (Acrotome)Posterior UPPER,18,shades,67,20",20,0,0
PP092470,"Teeth (Acrotome)Posterior UPPER,20,shades,61,20",20,0,0
PP092473,"Teeth (Acrotome)Posterior UPPER,20 shades,77,20",20,29015.33667,35384.55691
PP092474,"Teeth (Acrotome)Posterior UPPER,4 shades,67,20",20,0,0
PP092475,"Teeth (Posterior) UPPER 20 shades,67,20",20,0,0
PP092476,"Teeth Acrotene upperA23-61,Pack",PACK,0,0
PP092477,"Teeth Acrotene upperA23-62,Pack",PACK,0,0
PP092478,"Teeth Acrotene upperA23-66,Pack",PACK,0,0
PP092479,"Teeth Acrotene upperA23-67,Pack",PACK,0,0
PP092480,"Teeth Acrotene upper,A23-77,Pack",PACK,28848.64,35181.26829
PP092481,"Teeth Acrotene upper44-77,Pack",PACK,0,0
PP092482,"Teeth Acrotome Anterior lower16-61,Pack",PACK,0,0
PP092483,"Teeth Acrotome Anterior lower16-67,Pack",PACK,28848.64,35181.26829
PP092485,"Teeth Acrotome Anterior lower3P-66,Pack",PACK,28848.64,35181.26829
PP092486,"Teeth Acrotome Anterior lower3R-77,pack",PACK,0,0
PP092487,"Teeth Acrotome Anterior lower46-62,Pack",PACK,0,0
PP092488,"Teeth Acrotome Anterior lower46-67,Pack",PACK,28848.64,35181.26829
PP092489,"Teeth Acrotome Anterior lower3P-62,Pack",PACK,0,0
PP092490,"Teeth Acrotome Anterior lower3P-67,Pack",PACK,0,0
PP092491,"Teeth Acrotome Anterior lower3R-61,Pack",PACK,0,0
PP092492,"Teeth Acrotome Anterior lower3R-62,Pack",PACK,0,0
PP092493,"Teeth Acrotome Anterior lower3R-66,Pack",PACK,28848.64,35181.26829
PP092494,"Teeth Acrotome Anterior lower46-66,Pack",PACK,28848.64,35181.26829
PP092495,"Teeth Acrotome Anterior upper,136-61,Pack",PACK,0,0
PP092496,"Teeth Acrotome Anterior upper,136-62,Pack",PACK,1025000,1250000
PP092497,"Teeth Acrotome Anterior upper,136-67,Pack",PACK,0,0
PP092498,"Teeth Acrotome Anterior upper,136-77,Pack",PACK,28848.64,35181.26829
PP092499,"Teeth Acrotome Anterior upper,266-61,Pack",PACK,0,0
PP092700,"Teeth, acrylic anteriors, assisted shades",PACK,0,0
PP092710,"Teeth Acrotome Anterior upper,266-67,Pack",PACK,0,0
PP092711,"Teeth Acrotome Anterior Upper,266-77,Pack",PACK,28848.64,35181.26829
PP092713,"Teeth Acrotome Anterior upper,267-61,Pack",PACK,0,0
PP092714,"Teeth Acrotome Anterior upper,267-62,pack",PACK,0,0
PP092715,"Teeth Acrotome Anterior upper,267-66,PACK",PACK,0,0
PP092716,"Teeth Acrotome Anterior upper,267-77,Pack",PACK,28848.64,35181.26829
PP092717,"Teeth Acrotome Anterior upper,3P-61,Pack",PACK,0,0
PP092718,"Teeth Acrotome Anterior upper,3P-62,Pack",PACK,0,0
PP092720,"Teeth Acrotome Anterior upper,3P-67,Pack",PACK,0,0
PP092721,"Teeth Acrotome Anterior upper,3P-77,Pack",PACK,28848.64,35181.26829
PP092722,"Teeth Acrotome Anterior upper,3R-67,PACK",PACK,0,0
PP092723,"Teeth Acrotome Anterior upper,46-61,pack",PACK,0,0
PP092724,"Teeth Acrotome Anterior upper,46-77,pack",PACK,0,0
PP092725,"Teeth Acrotome Anterior upper,A26-61,Pack",PACK,0,0
PP092726,"Teeth Acrotome Anterior upper,A26-62,Pack",PACK,0,0
PP092727,"Teeth Acrotome Anterior Upper,A26-66,Pack",PACK,0,0
PP092728,"Teeth Acrotome Anterior Upper,A26-67,Pack",PACK,0,0
PP092729,"Teeth Acrotome Anterior upper3P-66,Pack",PACK,0,0
PP092730,"Teeth Acrotome lower,3p-77,Pack",PACK,28848.64,35181.26829
PP092731,"Teeth Acrotome Upper,136-66,Pack",PACK,0,0
PP092732,"Teeth Acrotome Upper,137-61,Pack",PACK,0,0
PP092733,"Teeth Acrotome Upper,137-62,Pack",PACK,0,0
PP092734,"Teeth Acrotome Upper,137-66,Pack",PACK,0,0
PP092735,"Teeth Acrotome Upper,137-67,Pack",PACK,28848.64,35181.26829
PP092736,"Teeth Acrotome Upper, 137-77,Pack",PACK,28848.64,35181.26829
PP092737,"Teeth Acrotome Upper,267-67,pack",PACK,0,0
PP092738,"Teeth Acrotome Upper,4H-61,Pack",PACK,0,0
PP092740,"Teeth Acrotome Upper,4H-62,Pack",PACK,0,0
PP092743,"Teeth Acrotome Upper,4H-66,Pack",PACK,0,0
PP092745,"Teeth Acrotome Upper,4H-77,Pack",PACK,28848.64,35181.26829
PP092746,Teeth Acrotome Anterior Lower 14H - 62,PACK,28848.64,35181.26829
PP092747,Teeth Acrotome Anterior Lowerá 3R shade67,PACK,28848.64,35181.26829
PP092748,Teeth Acrotome Anterior Lowerá16 shade66,PACK,28848.64,35181.26829
PP092749,Teeth Acrotome Anteriorá Upper 135-3A,PACK,28848.64,35181.26829
PP092750,Teeth Acrotome Anteriorá Upper 266-66,PACK,29015.3375,35384.55793
PP092751,Teeth Acrotome Anteriorá Upper 4-A1,PACK,28848.64,35181.26829
PP092752,Teeth Acrotome Posterior Lowerá20shade67,20,28848.64,35181.26829
PP092753,Teeth Acrotome Posterior upperá18shade77,PACK,29015.33556,35384.55556
PP092754,Teeth Acrotome Posterior upperá18shade77,PACK,29015.338,35384.55854
PP092755,Teeth Acrotomeá Upper 2-3A,SET,28848.64,35181.26829
PP092756,Teeth Acrotomeá Upper 20-62,SET,28848.64,35181.26829
PP092757,Teeth Acrotomeá Upper 20-77,SET,28848.64,35181.26829
PP092758,Teeth Acrotomeá Upper A26-77,PACK,28848.64,35181.26829
PP092759,Teeth Acrotone postorior upper 16shade,PACK,0,0
PP092760,Teeth Acrotone postorior upper 18shade 61,PACK,29015.338,35384.55854
PP092761,Teeth Acrotone Upper 135-3D,PACK,28848.64,35181.26829
PP092762,Teeth Acrotone upper 16-62,PACK,0,0
PP092763,Teeth Acrotone upper 18-66,PACK,28848.64,35181.26829
PP092764,Teeth Acrotone Upper 18-77,PACK,0,0
PP092765,Teeth Acrotone upper 1-A3,PACK,28848.64,35181.26829
PP092766,Teeth Acrotone Upper 1-C2,PACK,28848.64,35181.26829
PP092767,Teeth Acrotone upper 20-61,PACK,28848.64,35181.26829
PP092768,Teeth Acrotone upper 4 shade 77,PACK,3119.068,3803.74146
PP092769,Teeth Acrotone postorior lower 20 shade 61,PACK,28848.64,35181.26829
PP092770,Teethe Acrotone upper 2-c2,PACK,28848.64,35181.26829
PP092771,Upper Molar Left Extraction Forceps,PACK,3898.83,4754.67073
PP093000,"Teeth, acrylic posteriors, assisted shades & mould",PACK,0,0
PP093300,"Teeth, acrylic posteriors, assisted shades & mould",PACK,0,0
PP093310,Anterial teeth (Acrylic) A1,EACH,0,0
PP093320,Anterial teeth (Acrylic) A2,EACH,0,0
PP093330,Anterial teeth (Acrylic) B1,EACH,0,0
PP093340,Anterial teeth (Acrylic) B2,EACH,0,0
PP093400,"3.5mm Small fragment cortex Screws 24mm,1.25mm",EACH,0,0
PP093500,"3.5mm Small fragment cortex Screws 26mm,1.25mm",EACH,0,0
PP093600,"Temporary cement, 3M Relyx Temp NE",SET,0,0
PP093900,"Temporary cement Kerr Tempbond,Set",SET,0,0
PP094200,Tips ultrasonic scaler,SET,0,0
PP094500,"Tissue conditioning & Reline, Dentsply Viscogel",KIT,0,0
PP094800,"Tissue conditioning & Reline, G C Relining",KIT,0,0
PP095100,"Tissue conditioning & Reline, Kerr FITT",KIT,0,0
PP095400,Tofflemire matrix band,EACH,0,0
PP095700,"Tray impression, autoclavable, medium, L/adults",EACH,0,0
PP096000,"Tray impression, autoclavable, medium, Up/adults",EACH,12012.73,14649.67073
PP096300,"Tray impression, autoclavable, small, upper adults",EACH,12012.3,14649.14634
PP096600,"Tray impression, autoclavable,large, lower adults",EACH,12012.3,14649.14634
PP096900,"Tray impression, autoclavable,small, lower adults",EACH,0,0
PP097200,"Tray, endodontic, complete kit",SET,0,0
PP097500,"Tray, impression, C&B adjustable-Aesculap",EACH,0,0
PP097800,"Tray impression lower dentate (Prima),Each",EACH,0,0
PP098100,"Tray, impression, lower endontulous (Prima)",EACH,10719,13071.95122
